id,role_0,role_1,role_2,role_3,role_4,role_5,role_6,role_7,role_8,role_9,role_10,role_11,role_12,role_13,role_14,role_15
813,2,6,1,0,9,0,19,6,1,0,0,0,0,0,0,0
814,4,19,4,2,40,1,85,38,0,17,2,1,0,1,0,0
815,6,37,15,0,182,20,232,185,4,0,0,0,0,0,0,0
816,7,31,19,2,66,26,320,161,3,17,8,2,2,1,0,0
817,8,150,26,2,8098,45,798,910,63,138,10,0,1,1,0,0
818,4,22,6,0,52,4,233,66,3,0,0,0,0,0,0,0
819,6,22,15,0,35,20,139,110,1,0,0,0,0,0,0,0
820,2,8,1,0,13,0,53,6,0,0,0,1,0,0,0,0
821,2,7,1,0,11,0,164,7,0,0,0,0,0,0,0,0
822,3,11,3,0,19,1,56,22,1,0,0,0,0,0,0,0
823,6,35,15,0,111,20,334,175,1,0,0,0,0,0,0,0
824,2,6,1,0,10,0,26,6,0,0,0,0,0,0,0,0
825,2,4,1,0,3,0,18,4,0,0,0,0,0,0,0,0
826,4,31,6,0,203,4,177,93,3,0,0,0,0,0,0,0
827,4,71,6,0,1462,4,514,209,10,0,0,2,0,0,0,0
828,4,14,5,1,23,2,55,34,0,6,2,0,1,0,0,0
829,2,14,1,0,56,0,123,14,2,0,0,0,0,0,0,0
830,4,17,6,0,34,4,80,51,1,0,0,0,0,0,0,0
831,7,46,21,0,262,35,473,276,7,0,0,0,0,0,0,0
832,2,13,1,0,38,0,97,13,0,0,0,0,0,0,0,0
833,9,50,36,0,633,84,309,400,5,0,0,0,0,0,0,0
834,4,36,6,0,254,4,215,108,5,0,0,0,0,0,0,0
835,4,18,6,0,33,4,161,54,4,0,0,0,0,0,0,0
836,8,86,27,1,1528,50,641,535,40,63,6,1,1,0,0,0
837,4,28,6,0,116,4,150,84,3,0,0,0,0,0,0,0
838,7,45,21,0,245,35,314,268,3,0,0,1,0,0,0,0
839,4,34,6,0,217,4,188,102,1,0,0,0,0,0,0,0
840,2,5,1,0,4,0,21,5,0,0,0,0,0,0,0,0
841,2,12,1,0,31,0,62,12,0,0,0,0,0,0,0,0
842,4,27,6,0,136,4,221,81,0,0,0,0,0,0,0,0
843,4,15,6,0,21,4,91,45,1,0,0,0,0,0,0,0
844,4,14,6,0,22,4,82,42,4,0,0,0,0,0,0,0
845,3,32,2,1,353,0,156,35,2,27,1,0,1,0,0,0
846,4,18,6,0,59,4,249,54,2,0,0,0,0,0,0,0
847,4,18,6,0,50,4,166,54,2,0,0,0,0,0,0,0
848,4,12,6,0,16,4,56,36,0,0,0,0,0,0,0,0
849,3,65,3,0,1451,1,500,130,11,0,0,0,0,0,0,0
850,4,17,4,2,31,1,98,33,1,18,2,0,0,1,0,0
851,6,16,14,1,18,16,88,74,2,6,4,0,0,0,0,0
852,2,10,1,0,19,0,61,10,1,0,0,0,0,0,0,0
853,4,21,6,0,48,4,139,63,3,0,0,0,0,0,0,0
854,8,50,27,1,248,50,355,340,1,8,6,1,0,0,0,0
855,2,7,1,0,9,0,31,7,0,0,0,0,0,0,0,0
856,2,10,1,0,19,0,36,10,1,0,0,0,0,0,0,0
857,6,27,14,1,55,16,196,125,1,10,4,0,0,0,0,0
858,4,18,6,0,32,4,69,54,1,0,0,0,0,0,0,0
859,6,19,15,0,40,20,95,95,3,0,0,0,0,0,0,0
860,4,154,6,0,8354,4,863,456,66,0,0,3,0,0,0,0
861,6,23,15,0,47,20,258,115,6,0,0,0,0,0,0,0
862,3,8,2,1,11,0,48,13,0,3,1,0,0,0,0,0
863,3,10,2,1,21,0,69,17,1,3,1,0,0,0,0,0
864,3,8,3,0,9,1,53,16,0,0,0,0,0,0,0,0
865,2,7,1,0,11,0,31,7,0,0,0,0,0,0,0,0
866,2,17,1,0,70,0,69,17,6,0,0,0,0,0,0,0
867,6,34,13,2,122,13,310,138,3,32,6,0,0,1,0,0
868,9,96,33,3,794,66,716,639,11,125,15,1,1,3,0,0
869,5,96,9,1,1850,7,580,302,20,82,3,0,0,0,0,0
870,4,27,6,0,124,4,172,79,3,0,0,1,0,0,0,0
871,5,21,9,1,57,7,99,68,0,12,3,1,1,0,0,0
872,4,25,5,1,63,2,171,62,10,9,2,2,0,0,0,0
873,8,73,26,2,1488,45,474,446,15,65,10,0,0,1,0,0
874,2,10,1,0,22,0,89,10,2,0,0,0,0,0,0,0
875,5,20,10,0,48,10,115,80,0,0,0,0,0,0,0,0
876,8,44,28,0,130,56,585,300,5,0,0,4,0,0,0,0
877,7,46,20,1,266,30,216,264,9,6,5,3,0,0,0,0
878,4,19,6,0,41,4,119,57,1,0,0,0,0,0,0,0
879,2,10,1,0,20,0,42,10,0,0,0,0,0,0,0,0
880,2,10,1,0,23,0,97,10,1,0,0,0,0,0,0,0
881,2,10,1,0,20,0,44,10,0,0,0,0,0,0,0,0
882,2,12,1,0,31,0,75,12,0,0,0,0,0,0,0,0
883,6,33,15,0,146,20,229,165,0,0,0,0,0,0,0,0
884,4,20,6,0,51,4,117,58,1,0,0,1,0,0,0,0
885,8,32,28,0,58,56,301,222,2,0,0,1,0,0,0,0
886,2,20,1,0,102,0,77,20,4,0,0,0,0,0,0,0
887,6,74,15,0,1530,20,604,360,39,0,0,5,0,0,0,0
888,4,140,6,0,8209,4,771,420,63,0,0,0,0,0,0,0
889,6,24,15,0,46,20,114,118,1,0,0,1,0,0,0,0
890,4,20,6,0,51,4,109,58,1,0,0,1,0,0,0,0
891,4,12,6,0,16,4,61,36,0,0,0,0,0,0,0,0
892,1,4,0,0,6,0,20,0,0,0,0,0,0,0,0,0
893,6,33,13,2,94,13,178,152,0,13,6,0,0,1,0,0
894,4,16,6,0,29,4,181,48,0,0,0,0,0,0,0,0
895,6,148,15,0,8230,20,761,740,63,0,0,0,0,0,0,0
896,2,12,1,0,39,0,76,12,0,0,0,0,0,0,0,0
897,10,66,45,0,286,120,473,590,3,0,0,2,0,0,0,0
898,6,33,15,0,106,20,322,165,2,0,0,0,0,0,0,0
899,6,49,15,0,303,20,334,239,9,0,0,3,0,0,0,0
900,4,18,6,0,34,4,105,54,0,0,0,0,0,0,0,0
901,7,38,21,0,167,35,222,224,3,0,0,2,0,0,0,0
902,4,15,6,0,35,4,190,45,1,0,0,0,0,0,0,0
903,4,33,6,0,199,4,177,99,0,0,0,0,0,0,0,0
904,7,38,21,0,94,35,240,228,3,0,0,0,0,0,0,0
905,4,17,5,1,37,2,84,43,1,4,2,1,1,0,0,0
906,4,11,4,2,24,1,51,23,0,8,2,1,0,1,0,0
907,4,17,6,0,29,4,123,51,2,0,0,0,0,0,0,0
908,4,31,6,0,238,4,376,93,6,0,0,0,0,0,0,0
909,2,4,1,0,3,0,31,4,0,0,0,0,0,0,0,0
910,5,54,10,0,632,10,529,204,21,0,0,6,0,0,0,0
911,6,16,14,1,20,16,82,74,0,4,4,0,1,0,0,0
912,2,6,1,0,9,0,20,6,1,0,0,0,0,0,0,0
913,2,10,1,0,22,0,170,10,2,0,0,0,0,0,0,0
914,4,22,6,0,89,4,272,64,2,0,0,1,0,0,0,0
915,6,152,14,1,8139,16,836,618,61,136,4,2,1,0,0,0
916,2,25,1,0,198,0,262,25,2,0,0,0,0,0,0,0
917,2,9,1,0,18,0,61,9,0,0,0,0,0,0,0,0
918,4,22,6,0,66,4,202,66,4,0,0,0,0,0,0,0
919,2,6,1,0,6,0,28,6,0,0,0,0,0,0,0,0
920,4,15,6,0,32,4,112,45,2,0,0,0,0,0,0,0
921,4,32,6,0,175,4,206,96,3,0,0,0,0,0,0,0
922,2,19,1,0,98,0,260,19,3,0,0,0,0,0,0,0
923,2,6,1,0,6,0,25,6,0,0,0,0,0,0,0,0
924,4,15,6,0,26,4,102,43,0,0,0,1,0,0,0,0
925,2,2,1,0,0,0,59,2,0,0,0,0,0,0,0,0
926,2,57,1,0,1525,0,414,57,15,0,0,0,0,0,0,0
927,3,8,3,0,9,1,60,16,0,0,0,0,0,0,0,0
928,4,17,6,0,31,4,101,45,0,0,0,3,0,0,0,0
929,2,2,1,0,0,0,8,2,0,0,0,0,0,0,0,0
930,3,6,3,0,4,1,22,10,0,0,0,1,0,0,0,0
931,2,5,1,0,4,0,16,5,0,0,0,0,0,0,0,0
932,2,4,1,0,3,0,146,4,0,0,0,0,0,0,0,0
933,4,144,6,0,8250,4,793,430,64,0,0,1,0,0,0,0
934,2,29,1,0,371,0,255,29,7,0,0,0,0,0,0,0
935,6,43,15,0,268,20,450,215,7,0,0,0,0,0,0,0
936,6,18,15,0,26,20,86,90,0,0,0,0,0,0,0,0
937,4,8,5,1,5,2,44,20,0,4,2,0,0,0,0,0
938,4,15,6,0,26,4,118,45,2,0,0,0,0,0,0,0
939,2,2,1,0,0,0,8,2,0,0,0,0,0,0,0,0
940,2,5,1,0,4,0,19,5,2,0,0,0,0,0,0,0
941,2,6,1,0,6,0,28,6,0,0,0,0,0,0,0,0
942,4,18,6,0,65,4,155,54,0,0,0,0,0,0,0,0
943,2,5,1,0,4,0,24,5,0,0,0,0,0,0,0,0
944,2,33,1,0,384,0,156,33,4,0,0,0,0,0,0,0
945,6,22,15,0,40,20,169,110,0,0,0,0,0,0,0,0
946,4,10,6,0,13,4,45,30,0,0,0,0,0,0,0,0
947,2,13,1,0,47,0,111,13,1,0,0,0,0,0,0,0
948,4,44,6,0,418,4,366,130,7,0,0,1,0,0,0,0
949,2,19,1,0,136,0,140,19,1,0,0,0,0,0,0,0
950,3,6,3,0,4,1,161,12,0,0,0,0,0,0,0,0
951,2,6,1,0,10,0,22,6,0,0,0,0,0,0,0,0
952,2,4,1,0,1,0,147,4,2,0,0,0,0,0,0,0
953,4,6,4,2,4,1,17,15,0,3,2,0,0,1,0,0
954,4,15,6,0,20,4,57,45,2,0,0,0,0,0,0,0
955,4,17,6,0,30,4,124,51,1,0,0,0,0,0,0,0
956,2,4,1,0,2,0,32,4,1,0,0,0,0,0,0,0
957,7,48,21,0,202,35,698,280,11,0,0,4,0,0,0,0
958,4,21,6,0,69,4,198,61,2,0,0,1,0,0,0,0
959,2,7,1,0,8,0,40,7,1,0,0,0,0,0,0,0
960,4,22,6,0,52,4,257,66,0,0,0,0,0,0,0,0
961,6,152,15,0,8234,20,874,758,69,0,0,1,0,0,0,0
962,8,85,24,4,927,36,702,426,11,163,17,1,2,2,1,0
963,20,95,185,5,235,1054,464,1731,4,34,82,19,1,4,0,0
964,7,43,19,2,210,26,197,237,5,19,8,0,1,1,0,0
965,6,23,14,1,48,16,109,100,3,11,4,1,1,0,0,0
966,2,10,1,0,18,0,37,10,2,0,0,0,0,0,0,0
967,2,4,1,0,3,0,15,4,0,0,0,0,0,0,0,0
968,4,13,6,0,18,4,155,39,1,0,0,0,0,0,0,0
969,6,21,13,2,39,13,108,97,0,6,6,1,0,1,0,0
970,6,32,15,0,107,20,260,160,5,0,0,0,0,0,0,0
971,2,5,1,0,6,0,20,5,0,0,0,0,0,0,0,0
972,4,23,6,0,58,4,298,69,0,0,0,0,0,0,0,0
973,17,167,136,0,2204,680,1347,2654,24,0,0,9,0,0,0,0
974,2,28,1,0,186,0,214,28,0,0,0,0,0,0,0,0
975,2,4,1,0,3,0,9,4,0,0,0,0,0,0,0,0
976,4,9,6,0,9,4,186,27,0,0,0,0,0,0,0,0
977,2,132,1,0,8196,0,694,132,63,0,0,0,0,0,0,0
978,2,18,1,0,85,0,210,18,3,0,0,0,0,0,0,0
979,6,42,15,0,169,20,376,208,8,0,0,1,0,0,0,0
980,3,17,3,0,44,1,163,34,2,0,0,0,0,0,0,0
981,1,4,0,0,6,0,23,0,0,0,0,0,0,0,0,0
982,6,25,14,1,80,16,113,117,2,6,4,0,1,0,0,0
983,2,6,1,0,9,0,29,6,1,0,0,0,0,0,0,0
984,4,29,6,0,114,4,389,87,1,0,0,0,0,0,0,0
985,6,24,15,0,54,20,320,118,1,0,0,1,0,0,0,0
986,2,4,1,0,3,0,26,4,0,0,0,0,0,0,0,0
987,2,12,1,0,53,0,187,12,2,0,0,0,0,0,0,0
988,2,8,1,0,12,0,27,8,1,0,0,0,0,0,0,0
989,6,18,14,1,21,16,89,82,1,8,4,0,0,0,0,0
990,4,17,6,0,28,4,67,51,1,0,0,0,0,0,0,0
991,2,6,1,0,6,0,26,6,0,0,0,0,0,0,0,0
992,4,16,6,0,34,4,75,48,0,0,0,0,0,0,0,0
993,4,14,6,0,19,4,87,40,0,0,0,1,0,0,0,0
994,6,27,15,0,81,20,238,133,4,0,0,1,0,0,0,0
995,4,18,5,1,31,2,161,46,1,8,2,0,0,0,0,0
996,6,20,14,1,32,16,151,92,2,4,4,1,1,0,0,0
997,4,12,5,1,23,2,195,34,1,2,2,0,0,0,0,0
998,8,151,27,1,8095,50,786,927,62,128,6,0,1,0,0,0
999,4,24,6,0,64,4,231,72,1,0,0,0,0,0,0,0
1000,5,22,10,0,43,10,170,88,2,0,0,0,0,0,0,0
1001,4,15,5,1,29,2,62,41,0,4,2,0,0,0,0,0
1002,8,27,28,0,37,56,141,181,1,0,0,4,0,0,0,0
1003,6,29,15,0,78,20,233,145,0,0,0,0,0,0,0,0
1004,2,6,1,0,5,0,41,6,1,0,0,0,0,0,0,0
1005,2,4,1,0,2,0,15,4,0,0,0,0,0,0,0,0
1006,3,11,3,0,19,1,61,22,2,0,0,0,0,0,0,0
1007,4,145,5,1,8117,2,778,294,60,133,2,2,2,0,0,0
1008,4,24,6,0,96,4,299,70,2,0,0,1,0,0,0,0
1009,2,19,1,0,122,0,173,19,1,0,0,0,0,0,0,0
1010,2,6,1,0,6,0,23,6,0,0,0,0,0,0,0,0
1011,2,5,1,0,6,0,20,5,0,0,0,0,0,0,0,0
1012,6,67,15,0,677,20,745,331,13,0,0,2,0,0,0,0
1013,31,338,458,7,9028,4298,1982,9697,68,379,191,27,5,6,0,0
1014,2,33,1,0,431,0,352,33,7,0,0,0,0,0,0,0
1015,13,240,78,0,9872,286,1381,2868,85,0,0,6,0,0,0,0
1016,5,29,8,2,105,5,328,103,1,13,4,0,0,1,0,0
1017,4,8,6,0,6,4,160,24,0,0,0,0,0,0,0,0
1018,2,6,1,0,5,0,144,6,1,0,0,0,0,0,0,0
1019,2,6,1,0,9,0,28,6,1,0,0,0,0,0,0,0
1020,6,24,14,1,42,16,188,109,0,9,4,1,0,0,0,0
1021,2,13,1,0,37,0,57,13,1,0,0,0,0,0,0,0
1022,9,32,35,1,55,77,173,250,2,4,7,1,0,0,0,0
1023,4,18,6,0,48,4,72,54,2,0,0,0,0,0,0,0
1024,2,6,1,0,6,0,16,6,0,0,0,0,0,0,0,0
1025,4,12,6,0,16,4,48,36,0,0,0,0,0,0,0,0
1026,6,22,15,0,36,20,97,110,0,0,0,0,0,0,0,0
1027,2,8,1,0,13,0,35,8,0,0,0,0,0,0,0,0
1028,2,8,1,0,13,0,65,8,0,0,0,0,0,0,0,0
1029,4,24,6,0,174,4,137,72,0,0,0,0,0,0,0,0
1030,2,6,1,0,6,0,34,6,0,0,0,0,0,0,0,0
1031,4,21,6,0,69,4,88,59,0,0,0,2,0,0,0,0
1032,2,12,1,0,39,0,76,12,0,0,0,0,0,0,0,0
1033,4,148,6,0,8269,4,869,440,63,0,0,2,0,0,0,0
1034,2,9,1,0,15,0,170,9,3,0,0,0,0,0,0,0
1035,8,57,28,0,320,56,718,393,10,0,0,3,0,0,0,0
1036,2,16,1,0,56,0,92,16,1,0,0,0,0,0,0,0
1037,4,22,6,0,55,4,93,64,0,0,0,1,0,0,0,0
1038,6,20,15,0,25,20,116,98,0,0,0,1,0,0,0,0
1039,4,31,6,0,204,4,182,93,2,0,0,0,0,0,0,0
1040,4,14,6,0,23,4,57,42,0,0,0,0,0,0,0,0
1041,6,21,15,0,29,20,113,105,1,0,0,0,0,0,0,0
1042,21,112,209,1,356,1311,905,2198,12,22,19,10,0,0,0,0
1043,4,29,6,0,202,4,168,87,1,0,0,0,0,0,0,0
1044,2,6,1,0,6,0,44,6,0,0,0,0,0,0,0,0
1045,6,73,14,1,790,16,737,308,18,49,4,1,3,0,0,0
1046,6,41,15,0,151,20,441,205,4,0,0,0,0,0,0,0
1047,4,10,6,0,9,4,90,28,0,0,0,1,0,0,0,0
1048,2,12,1,0,37,0,110,12,2,0,0,0,0,0,0,0
1049,4,14,6,0,26,4,189,42,1,0,0,0,0,0,0,0
1050,10,37,44,1,76,112,150,322,0,5,8,3,0,0,0,0
1051,6,31,15,0,77,20,106,155,3,0,0,0,0,0,0,0
1052,2,4,1,0,3,0,16,4,0,0,0,0,0,0,0,0
1053,4,14,6,0,24,4,141,42,0,0,0,0,0,0,0,0
1054,7,47,21,0,292,35,257,278,7,0,0,2,0,0,0,0
1055,4,14,6,0,22,4,69,42,0,0,0,0,0,0,0,0
1056,4,10,6,0,8,4,28,30,1,0,0,0,0,0,0,0
1057,2,4,1,0,3,0,12,4,0,0,0,0,0,0,0,0
1058,2,9,1,0,25,0,100,9,3,0,0,0,0,0,0,0
1059,2,6,1,0,10,0,19,6,0,0,0,0,0,0,0,0
1060,2,5,1,0,4,0,23,5,0,0,0,0,0,0,0,0
1061,3,8,3,0,15,1,40,16,0,0,0,0,0,0,0,0
1062,4,37,5,1,363,2,280,78,6,33,2,0,0,0,0,0
1063,3,9,1,2,21,0,40,6,0,10,0,1,0,1,0,0
1064,3,7,2,1,7,0,28,7,0,1,1,2,1,0,0,0
1065,8,52,28,0,446,56,382,364,8,0,0,0,0,0,0,0
1066,2,20,1,0,96,0,208,20,3,0,0,0,0,0,0,0
1067,8,43,27,1,111,50,491,282,5,11,6,1,3,0,0,0
1068,4,13,6,0,25,4,62,39,2,0,0,0,0,0,0,0
1069,2,10,1,0,21,0,108,10,0,0,0,0,0,0,0,0
1070,7,56,21,0,380,35,568,336,6,0,0,0,0,0,0,0
1071,4,22,4,2,74,1,113,42,4,20,2,1,1,1,0,0
1072,23,326,247,6,10340,1653,1702,6592,94,520,111,17,13,6,1,0
1073,4,14,6,0,19,4,121,40,0,0,0,1,0,0,0,0
1074,4,41,6,0,452,4,383,121,7,0,0,1,0,0,0,0
1075,2,4,1,0,3,0,10,4,0,0,0,0,0,0,0,0
1076,2,11,1,0,27,0,80,11,0,0,0,0,0,0,0,0
1077,5,47,10,0,368,10,694,180,14,0,0,4,0,0,0,0
1078,2,7,1,0,9,0,53,7,0,0,0,0,0,0,0,0
1079,4,16,6,0,29,4,112,48,1,0,0,0,0,0,0,0
1080,8,44,28,0,131,56,216,306,0,0,0,1,0,0,0,0
1081,3,13,3,0,27,1,69,26,0,0,0,0,0,0,0,0
1082,4,19,6,0,41,4,63,57,1,0,0,0,0,0,0,0
1083,6,14,15,0,12,20,44,70,0,0,0,0,0,0,0,0
1084,2,8,1,0,13,0,23,8,0,0,0,0,0,0,0,0
1085,3,14,3,0,27,1,75,28,1,0,0,0,0,0,0,0
1086,4,31,6,0,205,4,216,93,1,0,0,0,0,0,0,0
1087,2,22,1,0,169,0,111,20,5,0,0,1,0,0,0,0
1088,2,6,1,0,9,0,33,6,1,0,0,0,0,0,0,0
1089,4,68,5,1,1469,2,423,144,38,58,2,0,1,0,0,0
1090,7,23,21,0,33,35,94,134,3,0,0,2,0,0,0,0
1091,3,14,2,1,28,0,74,20,0,6,1,0,1,0,0,0
1092,4,27,6,0,109,4,195,81,5,0,0,0,0,0,0,0
1093,6,33,13,2,100,13,201,140,1,21,6,2,0,1,0,0
1094,8,50,28,0,228,56,219,342,7,0,0,4,0,0,0,0
1095,8,36,28,0,80,56,221,252,1,0,0,0,0,0,0,0
1096,6,34,15,0,83,20,181,170,3,0,0,0,0,0,0,0
1097,6,31,14,1,68,16,165,143,0,10,4,1,0,0,0,0
1098,5,33,10,0,238,10,161,130,7,0,0,1,0,0,0,0
1099,4,17,6,0,29,4,134,51,0,0,0,0,0,0,0,0
1100,2,6,1,0,10,0,31,6,0,0,0,0,0,0,0,0
1101,4,13,5,1,13,2,63,33,3,4,2,0,1,0,0,0
1102,5,21,8,2,52,5,75,68,3,14,4,1,0,1,0,0
1103,14,188,88,3,8082,331,1053,2040,62,394,30,2,3,3,0,0
1104,4,47,6,0,508,4,365,141,8,0,0,0,0,0,0,0
1105,2,6,1,0,6,0,28,6,0,0,0,0,0,0,0,0
1106,4,17,6,0,61,4,173,51,0,0,0,0,0,0,0,0
1107,6,35,15,0,132,20,233,175,3,0,0,0,0,0,0,0
1108,2,8,1,0,13,0,41,8,0,0,0,0,0,0,0,0
1109,2,17,1,0,71,0,66,15,5,0,0,1,0,0,0,0
1110,4,53,6,0,524,4,486,155,9,0,0,2,0,0,0,0
1111,5,23,10,0,61,10,192,88,3,0,0,2,0,0,0,0
1112,2,11,1,0,27,0,57,11,0,0,0,0,0,0,0,0
1113,2,10,1,0,34,0,54,10,2,0,0,0,0,0,0,0
1114,2,10,1,0,19,0,180,10,5,0,0,0,0,0,0,0
1115,8,78,27,1,631,50,604,508,10,32,6,1,2,0,0,0
1116,4,20,6,0,43,4,138,60,1,0,0,0,0,0,0,0
1117,6,22,15,0,32,20,133,110,0,0,0,0,0,0,0,0
1118,6,61,15,0,435,20,370,303,6,0,0,1,0,0,0,0
1119,11,92,52,3,775,139,534,852,8,58,25,3,2,1,0,0
1120,6,41,15,0,259,20,264,203,5,0,0,1,0,0,0,0
1121,8,35,28,0,82,56,218,245,2,0,0,0,0,0,0,0
1122,2,10,1,0,24,0,41,10,0,0,0,0,0,0,0,0
1123,2,19,1,0,88,0,331,17,5,0,0,1,0,0,0,0
1124,4,65,6,0,1534,4,454,195,15,0,0,0,0,0,0,0
1125,4,13,6,0,19,4,175,39,0,0,0,0,0,0,0,0
1126,2,31,1,0,377,0,147,31,4,0,0,0,0,0,0,0
1127,4,24,6,0,57,4,291,68,5,0,0,2,0,0,0,0
1128,4,17,6,0,45,4,60,51,0,0,0,0,0,0,0,0
1129,5,17,10,0,33,10,60,60,2,0,0,4,0,0,0,0
1130,2,11,1,0,31,0,81,11,0,0,0,0,0,0,0,0
1131,21,139,208,2,770,1292,1046,2730,13,34,38,6,2,0,0,0
1132,2,21,1,0,188,0,140,21,2,0,0,0,0,0,0,0
1133,3,27,2,1,191,0,176,34,1,20,1,0,0,0,0,0
1134,4,22,6,0,48,4,91,66,3,0,0,0,0,0,0,0
1135,6,20,12,3,60,10,117,70,4,28,8,1,0,2,0,0
1136,4,24,6,0,86,4,222,72,0,0,0,0,0,0,0,0
1137,2,6,1,0,6,0,61,6,0,0,0,0,0,0,0,0
1138,4,16,6,0,34,4,55,48,0,0,0,0,0,0,0,0
1139,4,12,6,0,16,4,69,36,0,0,0,0,0,0,0,0
1140,2,5,1,0,4,0,33,5,0,0,0,0,0,0,0,0
1141,4,24,6,0,117,4,123,72,1,0,0,0,0,0,0,0
1142,4,22,6,0,64,4,165,66,2,0,0,0,0,0,0,0
1143,7,36,21,0,124,35,327,214,0,0,0,1,0,0,0,0
1144,4,14,6,0,20,4,212,42,2,0,0,0,0,0,0,0
1145,4,147,4,2,8033,1,772,170,55,259,2,0,6,1,0,0
1146,4,30,6,0,140,4,296,90,2,0,0,0,0,0,0,0
1147,7,83,19,2,1603,26,516,475,16,19,8,2,0,1,0,0
1148,6,23,15,0,36,20,280,115,5,0,0,0,0,0,0,0
1149,6,140,13,2,7958,13,763,444,60,254,6,0,1,1,0,0
1150,2,132,0,1,8073,0,697,0,61,130,0,0,1,0,0,0
1151,2,6,1,0,6,0,33,6,0,0,0,0,0,0,0,0
1152,4,13,6,0,25,4,65,39,0,0,0,0,0,0,0,0
1153,2,10,1,0,24,0,60,10,0,0,0,0,0,0,0,0
1154,11,172,52,3,7965,141,885,1316,53,384,21,3,7,3,0,0
1155,4,22,6,0,60,4,346,64,4,0,0,1,0,0,0,0
1156,6,25,15,0,46,20,130,125,0,0,0,0,0,0,0,0
1157,6,39,15,0,115,20,208,191,4,0,0,2,0,0,0,0
1158,9,43,35,1,162,77,217,336,3,4,7,1,1,0,0,0
1159,4,19,6,0,39,4,148,57,1,0,0,0,0,0,0,0
1160,8,46,27,1,369,50,329,293,7,29,6,0,0,0,0,0
1161,2,14,1,0,41,0,122,14,1,0,0,0,0,0,0,0
1162,2,8,1,0,13,0,36,8,0,0,0,0,0,0,0,0
1163,2,11,1,0,26,0,120,11,1,0,0,0,0,0,0,0
1164,2,7,1,0,8,0,44,7,1,0,0,0,0,0,0,0
1165,4,11,5,1,15,2,94,24,1,9,2,0,0,0,0,0
1166,2,4,1,0,3,0,63,4,0,0,0,0,0,0,0,0
1167,2,28,1,0,240,0,366,28,6,0,0,0,0,0,0,0
1168,2,8,1,0,13,0,33,8,0,0,0,0,0,0,0,0
1169,15,200,99,6,7762,392,1022,2009,52,757,48,5,12,15,0,0
1170,4,27,6,0,140,4,347,81,6,0,0,0,0,0,0,0
1171,12,145,66,0,2179,220,1084,1585,25,0,0,5,0,0,0,0
1172,4,19,6,0,62,4,292,57,0,0,0,0,0,0,0,0
1173,4,15,6,0,22,4,86,45,2,0,0,0,0,0,0,0
1174,6,30,14,1,106,16,346,144,6,6,4,0,0,0,0,0
1175,2,6,1,0,10,0,24,6,0,0,0,0,0,0,0,0
1176,6,16,15,0,22,20,101,80,2,0,0,0,0,0,0,0
1177,5,27,9,1,59,7,169,96,5,10,3,0,1,0,0,0
1178,6,46,15,0,219,20,347,228,6,0,0,1,0,0,0,0
1179,4,16,6,0,24,4,77,48,2,0,0,0,0,0,0,0
1180,4,10,5,1,8,2,39,26,0,4,2,0,0,0,0,0
1181,2,6,1,0,6,0,40,6,0,0,0,0,0,0,0,0
1182,4,16,6,0,30,4,78,46,0,0,0,1,0,0,0,0
1183,6,20,15,0,33,20,74,98,0,0,0,1,0,0,0,0
1184,4,14,6,0,22,4,126,42,1,0,0,0,0,0,0,0
1185,6,89,14,1,1514,16,703,373,14,64,4,3,1,0,0,0
1186,2,6,1,0,6,0,30,6,0,0,0,0,0,0,0,0
1187,2,18,1,0,74,0,239,18,2,0,0,0,0,0,0,0
1188,2,10,1,0,20,0,168,10,0,0,0,0,0,0,0,0
1189,6,22,15,0,61,20,356,106,3,0,0,2,0,0,0,0
1190,4,12,6,0,15,4,58,36,1,0,0,0,0,0,0,0
1191,4,16,6,0,34,4,101,48,0,0,0,0,0,0,0,0
1192,4,54,6,0,712,4,573,160,15,0,0,1,0,0,0,0
1193,4,17,6,0,36,4,120,51,1,0,0,0,0,0,0,0
1194,4,23,6,0,77,4,119,67,5,0,0,1,0,0,0,0
1195,4,11,6,0,18,4,83,33,0,0,0,0,0,0,0,0
1196,6,55,15,0,447,20,419,273,7,0,0,1,0,0,0,0
1197,4,13,6,0,19,4,87,39,0,0,0,0,0,0,0,0
1198,2,7,1,0,9,0,41,7,0,0,0,0,0,0,0,0
1199,5,142,9,1,8087,7,809,432,63,130,3,3,0,0,0,0
1200,4,17,6,0,28,4,212,51,3,0,0,0,0,0,0,0
1201,4,14,5,1,22,2,101,34,0,8,2,0,0,0,0,0
1202,4,20,6,0,45,4,313,60,7,0,0,0,0,0,0,0
1203,8,126,27,1,1426,50,1052,820,16,48,6,6,1,0,0,0
1204,6,56,15,0,338,20,307,276,9,0,0,2,0,0,0,0
1205,4,21,6,0,43,4,116,63,2,0,0,0,0,0,0,0
1206,2,16,0,1,67,0,84,0,5,14,0,0,1,0,0,0
1207,3,7,2,1,6,0,37,8,0,4,1,0,1,0,0,0
1208,2,5,1,0,3,0,16,5,1,0,0,0,0,0,0,0
1209,4,33,6,0,165,4,405,97,7,0,0,1,0,0,0,0
1210,2,13,1,0,48,0,82,13,0,0,0,0,0,0,0,0
1211,2,24,1,0,181,0,122,24,0,0,0,0,0,0,0,0
1212,2,4,1,0,3,0,13,4,0,0,0,0,0,0,0,0
1213,4,9,6,0,9,4,29,27,0,0,0,0,0,0,0,0
